Timestamp,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,Temp_C,Label
11:38:58,0.4,-0.54,10.99,-5.28,3.66,-0.98,38.93,NON_CRASH
11:38:58,0.39,-0.47,11.01,-5.34,2.26,-1.27,38.93,NON_CRASH
11:38:58,0.17,-0.67,10.3,-5.11,2.49,-0.96,38.88,NON_CRASH
11:38:58,0.15,-0.73,10.38,-4.92,2.18,-1.02,38.84,NON_CRASH
11:38:58,0.28,-0.75,10.73,-5.44,1.97,-1.13,38.93,NON_CRASH
11:38:58,0.16,-0.64,10.91,-4.53,3.83,-1.17,38.84,NON_CRASH
11:38:58,0.35,-0.8,9.92,-5.63,2.95,-1.27,38.98,NON_CRASH
11:38:58,0.12,-0.57,11.09,-5.34,2.6,-1.22,38.88,NON_CRASH
11:38:58,0.17,-0.74,10.97,-5.42,2.7,-1.14,38.88,NON_CRASH
11:38:58,0.12,-0.81,10.56,-4.04,2.89,-1.08,38.84,NON_CRASH
11:38:58,0.43,-0.57,11.11,-7.82,2.4,-1,38.84,NON_CRASH
11:38:58,0.06,-0.69,10.63,-5.17,2.45,-1.21,39.02,NON_CRASH
11:38:58,0.07,-0.74,10.28,-4.79,0.39,-1.15,38.93,NON_CRASH
11:38:58,-0.09,-0.83,10.94,-7.1,2.43,-1.12,38.88,NON_CRASH
11:38:58,0.24,-0.58,10.74,-4.24,2.52,-1.21,38.98,NON_CRASH
11:38:58,0.26,-0.62,10.15,-5.45,3.48,-1.23,38.93,NON_CRASH
11:38:58,0.17,-0.72,10.81,-4.45,2.17,-1.18,38.93,NON_CRASH
11:38:58,0.14,-0.72,10.96,-4.41,3.5,-1.2,38.98,NON_CRASH
11:38:58,0.45,-0.55,10.4,-5.81,2.4,-1.18,38.88,NON_CRASH
11:38:58,0.1,-0.68,10.41,-4.59,3.34,-1.01,38.93,NON_CRASH
11:38:58,0.56,-0.47,10.34,-5.95,3.15,-1.16,38.93,NON_CRASH
11:38:58,-0.12,-0.98,10.72,-4.09,3.71,-1.4,38.84,NON_CRASH
11:38:58,0.26,-0.49,11.25,-7.63,2.39,-0.94,38.88,NON_CRASH
11:38:58,0.06,-0.8,11.47,-5.29,2.21,-1.17,38.88,NON_CRASH
11:38:58,0.28,-0.55,10.74,-5.53,2.29,-1.24,38.88,NON_CRASH
11:38:58,0.23,-0.57,11.25,-5.4,3.47,-0.99,38.88,NON_CRASH
11:38:58,0.33,-0.59,10.64,-3.93,0.19,-1.17,38.98,NON_CRASH
11:38:58,0.06,-0.75,11.06,-5.27,0.71,-1.15,38.98,NON_CRASH
11:38:58,0.23,-0.64,10.81,-5.96,2.84,-1.2,38.84,NON_CRASH
11:38:58,0.02,-0.87,10.53,-4.07,2.92,-1.15,38.88,NON_CRASH
11:38:58,0.51,-1.07,10.39,-4.63,2.03,-1.11,38.98,NON_CRASH
11:38:58,0.45,-0.39,10.57,-4.5,3.22,-1.01,38.98,NON_CRASH
11:38:58,0.15,-0.68,10.7,-5.76,2.34,-1.27,38.93,NON_CRASH
11:38:58,0.12,-0.68,10.58,-5.37,0.56,-1.12,38.93,NON_CRASH
11:38:58,0.08,-0.84,10.24,-5.48,2.55,-1.15,38.84,NON_CRASH
11:38:58,0.2,-0.5,10.06,-7.13,2.44,-0.98,38.84,NON_CRASH
11:38:58,0.15,-0.71,11.13,-5.44,2.15,-1.1,38.88,NON_CRASH
11:38:58,0.49,-0.31,11.08,-4.13,2,-1.11,38.88,NON_CRASH
11:38:58,0.14,-0.87,10.59,-5.37,1.82,-1.17,38.88,NON_CRASH
11:38:58,0.25,-0.67,10.45,-5.46,3.2,-1.22,38.93,NON_CRASH
11:38:58,0.26,-0.59,10.53,-5.52,2.55,-1.05,38.93,NON_CRASH
11:38:58,0.12,-0.6,10.95,-5.35,2.73,-1.05,38.98,NON_CRASH
11:38:58,0.18,-0.6,10.98,-4.87,3.89,-1.05,38.98,NON_CRASH
11:38:58,0.15,-0.65,10.7,-4.92,1.62,-1.18,38.88,NON_CRASH
11:38:58,0.15,-0.75,10.96,-7.31,3.63,-1.19,38.84,NON_CRASH
11:38:58,0.06,-0.83,10.39,-3.93,1.03,-1.15,38.93,NON_CRASH
11:38:58,-0.38,-0.8,11.23,-6.52,2.82,-1.24,38.93,NON_CRASH
11:38:58,-0.07,-0.85,11.34,-4.82,2.23,-1.21,38.93,NON_CRASH
11:38:58,-0.14,-0.74,11.15,-5.82,1.99,-1.07,38.84,NON_CRASH
11:38:58,0.27,-0.57,10.36,-4.83,1.99,-1.13,38.88,NON_CRASH
11:38:58,-0.13,-0.91,10.58,-5.15,2.56,-1.15,38.88,NON_CRASH
11:38:58,0.05,-0.85,11.23,-5.1,2,-1.27,38.79,NON_CRASH
11:38:58,0.17,-0.63,10.5,-5.53,2.87,-1.21,38.93,NON_CRASH
11:38:58,-0.13,-0.78,10.66,-5.56,2.97,-1.25,38.84,NON_CRASH
11:38:58,0.14,-0.48,11.65,-5.73,2.74,-1.24,38.98,NON_CRASH
11:38:58,0.43,-0.34,10.75,-4.31,3.16,-1.19,38.88,NON_CRASH
11:38:58,0.39,-0.83,9.47,-5.73,2.8,-1.21,38.88,NON_CRASH
11:38:58,0.34,-0.5,10.41,-5.37,1.94,-1.2,38.93,NON_CRASH
11:38:58,0.17,-0.51,10.9,-4.11,0.51,-1.27,38.84,NON_CRASH
11:38:58,0.14,-0.71,10.25,-5.11,2.56,-1.4,38.88,NON_CRASH
11:38:58,0.19,-0.85,10.31,-4.64,2.09,-1.37,38.98,NON_CRASH
